n_tokens_title,n_tokens_content,num_hrefs,num_imgs,num_videos,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,abs_title_subjectivity,abs_title_sentiment_polarity,shares
9,192,4,1,0,9,0,0,0,0,1,0,610,610,610,0.538572701808,0.175878533231,0.0572916666667,0.0208333333333,0.5,0,1100
11,405,3,1,0,3,0,0,0,0,0,1,977,977,977,0.31436988937,0.0917267917268,0.0197530864198,0.00987654320988,0.5,0,799
11,1189,11,1,0,9,0,0,0,1,0,0,0,0,0,0.455921281783,0.233273996119,0.0731707317073,0.0109335576114,0.3,0.6,7600
12,298,8,1,1,5,0,1,0,0,0,0,0,0,0,0.544278996865,0.203187042842,0.0671140939597,0.0268456375839,0.0454545454545,0.136363636364,1500
8,734,20,1,10,6,0,0,0,0,1,0,95900,95900,95900,0.528325629173,0.0751926040062,0.0408719346049,0.0245231607629,0.5,0,3300
10,227,10,0,7,6,0,0,0,0,0,0,5200,298400,103900,0.521052631579,0.000877192982456,0.0440528634361,0.0220264317181,0.5,0,1100
8,878,20,1,0,8,0,0,0,0,0,1,0,0,0,0.416343417564,0.0625856572368,0.0421412300683,0.0239179954442,0.5,0,4200
11,380,3,2,1,6,0,0,0,0,1,0,972,2200,1586,0.592326324469,0.133848690992,0.0342105263158,0.0105263157895,0.0454545454545,0.136363636364,1100
8,196,4,0,1,9,0,0,0,0,0,1,50200,50200,50200,0.365067340067,0.15514520202,0.0510204081633,0.0204081632653,0.5,0,857
12,1053,24,0,15,9,0,0,0,0,0,0,10800,11600,11200,0.567397949273,0.214731369174,0.0579297245964,0.0180436847104,0.45,0.3,779
9,901,27,1,10,9,0,0,0,0,0,1,705,17300,4509.2,0.426355996944,0.0951546982429,0.0443951165372,0.0266370699223,0.0583333333333,0.05,890
8,792,29,11,0,10,1,0,0,0,0,0,1600,2200,1900,0.480555555556,0.300396825397,0.0580808080808,0.00505050505051,0.175,0.65,1800
9,159,2,0,0,10,1,0,0,0,0,0,1800,1800,1800,0.585281385281,0.0150432900433,0.0440251572327,0.0251572327044,0.5,0,5300
9,330,12,1,0,7,0,0,1,0,0,0,4700,4700,4700,0.354901960784,0.0882352941176,0.0363636363636,0.0121212121212,0.166666666667,0.25,648
11,821,3,1,1,7,0,0,0,0,0,1,6100,6100,6100,0.357308737889,0.0738079133168,0.0243605359318,0.0219244823386,0.5,0,1000
11,368,5,3,0,9,0,0,0,0,1,0,736,23700,12218,0.445324675325,0.0159415584416,0.0298913043478,0.0135869565217,0.0454545454545,0.136363636364,6200
9,156,4,0,1,8,0,0,0,0,0,0,1800,1800,1800,0.467992424242,0.042803030303,0.0512820512821,0.0384615384615,0.5,0,6100
13,1066,10,0,17,10,0,1,0,0,0,0,2500,4400,3450,0.399700683304,0.162590505899,0.0403377110694,0.00844277673546,0.5,0,898
10,377,4,1,0,5,0,0,0,0,0,1,830,830,830,0.450277777778,0.0775,0.0450928381963,0.0238726790451,0.275,0.2,1400
10,428,7,2,0,4,0,0,0,0,0,1,843,7400,3614.33333333,0.287812187812,0.0461788211788,0.0163551401869,0.0116822429907,0.285714285714,0.107142857143,1600
13,329,2,2,0,8,0,1,0,0,0,0,0,0,0,0.526552795031,0.0622412008282,0.0334346504559,0.0151975683891,0.166666666667,0.166666666667,1000
7,161,12,9,0,10,0,0,0,0,0,0,3500,10200,6850,0.479621212121,0.13446969697,0.0248447204969,0.0124223602484,0.5,0,3000
7,220,11,1,0,6,0,0,1,0,0,0,1100,6500,4100,0.386067193676,0.525856389987,0.0909090909091,0,0.5,0,3300
10,359,5,1,0,10,0,0,0,0,0,1,1400,3000,2200,0.43880952381,0.0584523809524,0.0222841225627,0.0111420612813,0.5,0,7200
9,666,8,17,0,9,0,0,0,0,1,0,2200,2200,2200,0.484846079846,0.167181337181,0.036036036036,0.0045045045045,0.5,0,2500
13,116,4,0,0,9,0,0,1,0,0,0,3400,3400,3400,0.404166666667,0.183333333333,0.0689655172414,0.0172413793103,0.125,0.125,430
7,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1800
8,161,3,3,2,7,0,0,0,0,0,0,2000,8100,5050,0.425641025641,0.15,0.0372670807453,0,0.5,0.6,5400
12,281,3,1,0,4,0,1,0,0,0,0,1500,1500,1500,0.528937728938,0.244505494505,0.0284697508897,0.00355871886121,0.4,0.2,1000
12,438,22,10,1,9,0,1,0,0,0,0,3400,3400,3400,0.482471655329,0.202681405896,0.0365296803653,0.0159817351598,0.5,0,1400
11,690,12,1,0,10,1,0,0,0,0,0,0,0,0,0.437060298536,0.179891272207,0.0579710144928,0.0144927536232,0.5,0,1600
9,293,46,18,1,10,0,0,0,0,0,0,838,1500,1184.5,0.258333333333,0.241919191919,0.0273037542662,0,0.5,0,657
12,931,6,8,1,10,0,0,0,0,0,0,1800,11500,6650,0.462004349817,0.0866483367823,0.062298603652,0.0332975295381,0.5,0.5,1300
11,501,12,13,1,8,0,1,0,0,0,0,2000,143100,72550,0.467809675704,0.031658692185,0.0379241516966,0.0219560878244,0.266666666667,0.183333333333,666
11,299,6,1,0,7,0,0,0,0,0,1,475,4400,2591.66666667,0.228260869565,0.0199275362319,0.0133779264214,0.0133779264214,0.5,0,787
9,7004,8,101,0,10,1,0,0,0,0,0,3500,3500,3500,0.54041930714,0.274969548829,0.0541119360366,0.0112792689891,0.102272727273,0.443181818182,4100
9,425,4,2,0,7,0,0,0,0,1,0,3400,5100,4250,0.49691974692,0.204184704185,0.0447058823529,0.0164705882353,0.4,0,2600
10,899,6,13,0,5,0,0,0,0,0,1,2400,2400,2400,0.359380039232,0.0146381561147,0.0300333704116,0.0144605116796,0,0.166666666667,594
12,353,1,0,1,6,0,0,0,0,0,1,1200,1200,1200,0.354081632653,0.0330498866213,0.0198300283286,0.0169971671388,0.5,0.1,2900
10,657,4,1,0,5,0,0,1,0,0,0,1100,1500,1300,0.462197585612,0.141848977581,0.0304414003044,0.0106544901065,0.5,0,862
9,591,9,1,1,9,0,0,0,0,0,1,1200,3600,2200,0.35110955111,0.0970681720682,0.0236886632826,0.00676818950931,0.272727272727,0.0681818181818,926
15,1824,14,1,0,10,0,0,0,0,0,1,1200,1200,1200,0.387750626566,0.0194927422723,0.0339912280702,0.0224780701754,0.5,0,1300
12,519,11,1,1,9,0,0,0,0,0,1,3000,3000,3000,0.297520889963,0.065078526125,0.019267822736,0.00963391136802,0.5,0,655
13,1100,13,4,0,10,0,0,0,0,0,1,1200,8200,4700,0.447711140295,0.162124738557,0.0454545454545,0.0118181818182,0.5,0,2200
12,527,12,2,0,6,0,1,0,0,0,0,1000,1100,1033.33333333,0.403730609668,0.0390611471861,0.0303605313093,0.0360531309298,0.4,0.2,982
12,499,10,1,0,7,0,0,0,0,0,1,0,0,0,0.527349190664,0.147922548466,0.062124248497,0.0140280561122,0.15,0.35,745
11,566,11,1,0,9,0,0,0,0,0,1,0,0,0,0.449053030303,0.0439381313131,0.0424028268551,0.0282685512367,0.5,0,6600
11,190,23,20,0,8,0,0,0,0,0,0,1800,1800,1800,0.398148148148,0.106944444444,0.0263157894737,0.0105263157895,0.5,0,1400
11,527,8,1,0,9,0,0,0,0,0,1,731,1900,1191.75,0.407235166794,0.0622930990578,0.0265654648956,0.0132827324478,0.4,0.9,1200
10,275,43,21,0,10,0,0,0,0,0,0,3000,3000,3000,0.423958333333,0.158333333333,0.0290909090909,0.0145454545455,0.5,0,13500
8,696,10,1,0,4,0,0,1,0,0,0,1000,3800,2475,0.410462458688,0.157280698692,0.0531609195402,0.014367816092,0.5,0,1300
14,1016,1,2,0,6,0,0,0,0,0,1,938,938,938,0.459071393088,0.168034561067,0.0295275590551,0.0147637795276,0.5,0,1400
10,441,11,1,0,6,0,0,1,0,0,0,5700,5700,5700,0.554666666667,0.197333333333,0.0362811791383,0.0181405895692,0.5,0,3500
11,145,8,1,0,4,0,0,1,0,0,0,13900,13900,13900,0.457912457912,0.278114478114,0.0344827586207,0.00689655172414,0.5,0,1000
12,481,8,1,2,7,0,0,0,0,1,0,4600,5700,5150,0.366911764706,0.107107843137,0.033264033264,0.010395010395,0.5,0,2100
9,244,7,1,0,8,0,0,0,0,1,0,1500,1500,1500,0.350489861016,0.130735930736,0.0450819672131,0.0122950819672,0.0454545454545,0.136363636364,642
10,227,5,1,0,8,0,0,0,0,1,0,6600,7300,6950,0.404256854257,0.180324675325,0.079295154185,0.00440528634361,0.5,0,688
11,150,2,1,0,6,0,0,0,0,1,0,0,0,0,0.504621212121,0.111636363636,0.04,0.02,0.275,0,6500
14,348,7,1,0,6,0,0,0,0,0,1,687,687,687,0.407130124777,0.0188057040998,0.0229885057471,0.0114942528736,0.5,0.125,6100
14,226,2,1,0,10,0,0,0,0,0,1,9100,9100,9100,0.416975308642,0.0913580246914,0.0353982300885,0.0309734513274,0.4,0,10000
9,203,1,1,1,7,0,1,0,0,0,0,2300,2300,2300,0.505833333333,-0.0316666666667,0.0197044334975,0.0246305418719,0.5,0,4700
10,267,24,14,1,7,0,1,0,0,0,0,882,9800,2560.66666667,0.321625344353,0.199517906336,0.0299625468165,0.00374531835206,0.5,0,2100
9,539,3,1,0,8,0,1,0,0,0,0,2900,10400,6650,0.34942680776,0.369874338624,0.0630797773655,0.0111317254174,0.5,0,2500
11,293,6,3,0,5,0,0,0,1,0,0,2200,4200,2933.33333333,0.447106481481,0.094212962963,0.037542662116,0.0238907849829,0.45,0,1500
8,447,15,1,0,5,0,0,0,0,1,0,244,1700,972,0.406333333333,0.026,0.0201342281879,0.0223713646532,0.5,0,3200
11,2183,22,2,0,9,0,0,0,0,0,1,42,9200,4747.33333333,0.443895829412,0.115625127439,0.0485570316079,0.0178653229501,0.211111111111,0.155555555556,15000
10,291,4,0,0,10,1,0,0,0,0,0,889,1800,1344.5,0.452971552257,0.135456091528,0.0378006872852,0.0103092783505,0.125,0,1600
11,150,9,5,1,6,0,0,0,0,0,0,1400,1800,1600,0.677777777778,0.322222222222,0.0533333333333,0,0.5,0,3300
10,1076,16,1,0,7,0,0,0,0,0,1,1600,1600,1600,0.474495907239,0.125613275613,0.0520446096654,0.0204460966543,0.5,0,1800
11,517,9,1,0,5,0,0,1,0,0,0,1100,2400,1500,0.515803030303,0.151924242424,0.0348162475822,0.0135396518375,0.04,0.16,778
12,209,4,15,0,8,0,0,0,0,0,0,1400,15300,8350,0.536324786325,0.538888888889,0.0334928229665,0,0.15,0.35,1300
14,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,927
10,431,0,0,2,7,0,0,0,0,0,1,0,0,0,0.37640291807,0.0277356902357,0.030162412993,0.0232018561485,0.5,0,811
8,595,33,10,0,10,0,0,0,1,0,0,2000,5700,4178.57142857,0.531556931441,0.242217356287,0.0436974789916,0.018487394958,0,0.5,1800
11,1249,6,1,25,7,0,1,0,0,0,0,746,1900,1323,0.432224051379,0.0129747932037,0.0504403522818,0.0464371497198,0.333333333333,0.125,840
12,854,16,14,0,7,0,0,0,0,0,1,0,0,0,0.589225589226,0.0193602693603,0.016393442623,0.0128805620609,0.5,0,1000
12,1077,11,2,0,5,0,0,1,0,0,0,13800,13800,13800,0.420260021364,0.119941624033,0.0380687093779,0.0148560817084,0.2,0.4,957
10,590,12,0,11,10,0,0,1,0,0,0,3600,19500,11550,0.521093474427,0.222314814815,0.0847457627119,0.0101694915254,0.5,0,4800
11,518,9,1,1,6,1,0,0,0,0,0,0,0,0,0.465858585859,0.110321067821,0.034749034749,0.0135135135135,0.211111111111,0.155555555556,684
11,291,2,1,0,5,0,0,0,1,0,0,3400,3400,3400,0.51807549176,0.0487706007443,0.0171821305842,0.0240549828179,0.211111111111,0.155555555556,479
11,1737,43,1,5,6,0,0,0,0,0,1,820,1400,1136.25,0.416718102686,0.0758172741237,0.0368451352907,0.0149683362119,0.1,0.05,1100
13,237,2,0,3,7,0,0,0,0,1,0,853,853,853,0.508695652174,0.0287878787879,0.0548523206751,0.0168776371308,0.5,0,7700
7,759,10,1,0,7,0,0,0,1,0,0,0,0,0,0.449832887701,0.210505793226,0.0619235836627,0.0184453227931,0.5,0,2600
7,1736,5,98,0,7,0,0,0,0,0,0,3300,3700,3500,0.483089112685,0.143031151855,0.0472350230415,0.0218894009217,0.5,0,5300
11,112,6,0,0,8,0,0,1,0,0,0,8100,59000,33550,0.496228956229,0.172053872054,0.0714285714286,0.0267857142857,0.125,0.125,1500
11,281,4,1,0,10,0,0,0,0,1,0,1300,10100,5700,0.455681818182,0.161800699301,0.067615658363,0.00355871886121,0.3,0.1,1100
9,190,14,9,2,6,0,0,0,0,0,0,2900,2900,2900,0.541666666667,0.0825757575758,0.0210526315789,0.0210526315789,0.433333333333,0,2000
10,412,5,2,0,7,0,0,0,0,1,0,1300,1300,1300,0.369098883573,0.0720893141946,0.0412621359223,0.0291262135922,0.1,0.2,1100
9,834,22,1,0,5,0,0,0,0,0,1,0,0,0,0.428241997901,0.0412426210153,0.0335731414868,0.0203836930456,0.5,0,833
13,1012,2,19,0,8,0,0,0,0,0,1,1700,1700,1700,0.424751420455,0.101744002525,0.0227272727273,0.0177865612648,0.5,0,2300
10,564,22,1,0,8,0,0,0,0,0,0,12400,12400,12400,0.563606889564,0.0796757852077,0.0390070921986,0.0283687943262,0.5,0,1000
10,871,16,5,1,9,0,0,0,0,0,1,641,9700,4560.16666667,0.557357390873,0.249019717262,0.0470723306544,0.0126291618829,0.0357142857143,0.285714285714,579
7,425,7,1,0,8,0,0,1,0,0,0,0,0,0,0.361874059746,0.10704921556,0.0564705882353,0.0258823529412,0.5,0,2300
5,2962,36,19,0,8,0,0,1,0,0,0,0,0,0,0.525361093032,0.157232088198,0.0503038487508,0.0175557056043,0.5,0,4500
14,443,18,2,6,8,0,0,0,0,1,0,11300,11300,11300,0.516666666667,0.170952380952,0.0451467268623,0.0112866817156,0.5,0,1800
11,217,6,1,0,8,0,0,0,0,0,1,546,25900,9415.33333333,0.310714285714,0.214285714286,0.0184331797235,0,0.5,0,1100
6,62,3,1,0,5,0,0,0,0,0,0,11300,11300,11300,0.6125,-0.0125,0.0806451612903,0.0322580645161,0,0.25,820
9,232,2,1,0,5,0,0,1,0,0,0,1100,1700,1400,0.313161375661,0.0605158730159,0.0258620689655,0.00862068965517,0.5,0,221
12,153,4,14,1,10,0,0,0,0,0,0,9300,9300,9300,0.554649122807,0.0944736842105,0.0588235294118,0.0457516339869,0.1875,0.3125,2300
9,395,6,2,0,6,0,0,0,0,0,1,23100,23100,23100,0.25756591893,0.063665879575,0.0151898734177,0.00759493670886,0.5,0,1900
11,125,1,1,1,6,0,1,0,0,0,0,0,0,0,0.58,-0.0416666666667,0.008,0.024,0.25,0.09375,1100
9,1008,16,1,0,10,0,0,1,0,0,0,1400,5800,2685.71428571,0.383937447033,0.130485695962,0.0267857142857,0.00595238095238,0.375,0,2000
10,461,8,1,0,10,0,0,0,0,1,0,0,0,0,0.462353347136,0.118573153899,0.0498915401302,0.0260303687636,0.375,0,162
9,301,14,11,0,5,0,0,0,0,0,0,1100,1100,1100,0.458133718134,0.160202020202,0.0332225913621,0.00664451827243,0.5,0,11100
9,864,23,17,1,7,0,0,0,0,0,1,891,3200,1863.66666667,0.461900252525,0.0410353535354,0.0300925925926,0.0127314814815,0.1,0.5,2200
11,331,2,8,1,5,0,0,0,0,1,0,2300,2300,2300,0.469642857143,0.1125,0.0271903323263,0.0181268882175,0.5,0,4600
11,1195,9,1,0,3,0,0,0,1,0,0,13100,95900,46400,0.515092130092,0.183522958523,0.0426778242678,0.0108786610879,0.5,0,21100
10,124,2,0,2,7,0,1,0,0,0,0,0,0,0,0.60625,0.128125,0.0483870967742,0.0322580645161,0.4,0.1,4500
6,469,7,2,5,7,0,0,0,0,0,1,1800,1800,1800,0.436028439153,0.0747850529101,0.0255863539446,0.0170575692964,0.4,0.3,2000
10,620,10,1,0,7,0,0,0,0,0,1,0,0,0,0.423143976205,0.0894572547634,0.041935483871,0.0161290322581,0.5,0,818
11,632,13,19,12,8,0,1,0,0,0,0,855,2100,1477.5,0.476878689492,0.134905057064,0.0411392405063,0.00632911392405,0.5,0,2600
12,498,14,1,0,8,0,0,0,0,0,1,0,0,0,0.41724829932,0.0509829931973,0.0381526104418,0.0180722891566,0.5,0,1100
9,241,3,9,1,7,0,1,0,0,0,0,4500,64500,34500,0.664285714286,0.0954481792717,0.045643153527,0.0207468879668,0.5,1,19800
12,481,6,0,1,6,0,0,0,0,0,1,6100,6100,6100,0.405166666667,0.112854166667,0.04158004158,0.010395010395,0.266666666667,0.0833333333333,2000
12,261,15,9,1,8,0,0,0,0,0,0,2000,2000,2000,0.51295995671,0.158441558442,0.0536398467433,0.0153256704981,0.5,0.5,471
7,453,16,8,0,10,1,0,0,0,0,0,3100,3100,3100,0.474711981567,0.319988479263,0.0485651214128,0.00883002207506,0.5,0,3600
10,197,10,1,0,10,1,0,0,0,0,0,705,1700,1202.5,0.275039872408,0.0722488038278,0.0355329949239,0.010152284264,0.0454545454545,0.136363636364,602
11,1778,13,19,0,9,0,0,0,0,1,0,1800,5400,4066.66666667,0.473173656944,0.168862995687,0.0568053993251,0.0185601799775,0.5,0,1300
13,539,13,1,0,7,0,0,0,1,0,0,0,0,0,0.439948593074,0.13525094697,0.0333951762523,0.00742115027829,0.357142857143,0.714285714286,165
13,1555,35,5,8,7,0,1,0,0,0,0,1400,9200,3855.55555556,0.471227097418,0.122890612474,0.0450160771704,0.0154340836013,0.3,0.05,950
13,1343,8,2,1,6,0,0,0,0,0,1,734,1400,1067,0.385344827586,-0.0337164750958,0.0171258376768,0.0245718540581,0.5,0,775
11,1105,8,1,0,6,0,0,0,0,1,0,780,1100,940,0.385981237512,0.106351846071,0.0361990950226,0.014479638009,0.5,0,2000
7,702,14,1,1,10,0,0,0,0,1,0,389,16300,3607.90909091,0.466054683293,0.127193685253,0.0498575498575,0.00997150997151,0.5,0,1000
9,408,6,0,18,3,0,0,0,0,0,0,3500,3800,3650,0.420216049383,0.214737654321,0.0588235294118,0.0147058823529,0.5,0,4500
11,455,4,15,1,9,0,0,0,0,1,0,412,7700,4056,0.419163307956,0.0446857739961,0.0263736263736,0.0153846153846,0.0454545454545,0.136363636364,1200
10,468,4,0,1,10,0,0,0,0,1,0,3500,3500,3500,0.557555282555,0.24828009828,0.0598290598291,0.00854700854701,0.5,0,535
10,1118,9,1,0,10,0,0,1,0,0,0,641,4900,1910.25,0.474473941092,0.140154273831,0.0375670840787,0.0178890876565,0.5,0,491
11,408,7,1,0,10,0,0,0,0,0,1,1100,1300,1200,0.367421602787,0.0429732868757,0.0367647058824,0.0269607843137,0.25,0.25,1200
16,469,26,1,0,4,0,1,0,0,0,0,2600,2600,2600,0.371085137085,0.0571453823954,0.0341151385928,0.0191897654584,0.2,0.2,9400
7,151,6,1,1,7,0,0,0,0,0,0,9700,9700,9700,0.442142857143,0.345714285714,0.046357615894,0.00662251655629,0.5,0.5,1900
11,156,2,1,0,6,0,0,1,0,0,0,2600,2600,2600,0.325,0.108333333333,0.0384615384615,0.0128205128205,0.25,0.3,3100
11,306,2,6,1,7,0,0,0,0,0,1,1100,1100,1100,0.368219897387,0.0773729357063,0.0326797385621,0.00980392156863,0.5,0,865
11,983,23,10,4,10,0,0,0,0,1,0,5200,5200,5200,0.408043650794,0.193816738817,0.057985757884,0.00915564598169,0.2,1,1700
13,1078,17,1,13,5,0,1,0,0,0,0,1000,1000,1000,0.521402318803,0.184408083666,0.0621521335807,0.0222634508349,0.1,0.05,1700
8,904,14,1,0,7,0,0,0,0,0,1,0,0,0,0.489646987473,0.169927797645,0.0497787610619,0.0121681415929,0.433333333333,0,1600
13,315,3,1,1,9,0,0,0,0,0,1,2600,2600,2600,0.150974025974,0.0393939393939,0.0126984126984,0.0031746031746,0.5,0,914
5,282,8,1,1,6,0,0,0,0,0,1,3400,11700,6500,0.555,0.127222222222,0.031914893617,0.0106382978723,0.5,0,2200
7,439,7,1,1,10,0,1,0,0,0,0,2000,2000,2000,0.349656084656,0.0627777777778,0.0432801822323,0.0318906605923,0.5,0,3100
10,520,3,2,0,5,0,0,1,0,0,0,713,13800,7256.5,0.384030725372,0.144269612501,0.05,0.0153846153846,0.5,0,917
12,219,4,0,1,6,0,0,0,0,1,0,2200,23700,12950,0.559022556391,0.244060150376,0.0639269406393,0.00913242009132,0.5,0,2400
10,814,6,1,0,6,0,0,1,0,0,0,0,0,0,0.47094997595,0.205825928458,0.0503685503686,0.00737100737101,0.333333333333,0.125,2200
9,357,7,1,0,10,0,0,0,0,1,0,2700,3100,2900,0.450066600067,0.198334998335,0.0560224089636,0.00560224089636,0.5,0,1300
8,278,4,1,2,7,0,0,0,0,0,1,736,917,826.5,0.445098039216,-0.0977941176471,0.0179856115108,0.0323741007194,0.1,0.1,609
13,371,10,1,0,8,0,0,0,0,1,0,1300,10000,3980,0.326053770791,0.0756920710868,0.0188679245283,0.010781671159,0.5,0,1100
10,1953,7,35,0,8,0,0,0,0,1,0,1100,1600,1350,0.359208934931,0.0844248638324,0.0430107526882,0.0163850486431,0.5,0,2100
12,320,1,3,0,4,0,0,1,0,0,0,1700,1700,1700,0.438225108225,0.102807668522,0.0375,0.01875,0.5,0,2900
11,163,7,1,0,8,0,0,0,1,0,0,1900,9700,3925,0.517777777778,0.193125,0.0184049079755,0.00613496932515,0.5,0,1500
11,544,10,0,1,5,0,0,0,0,0,1,1700,1700,1700,0.334013605442,0.103443877551,0.0202205882353,0.0110294117647,0.1,0.1,555
9,166,6,1,0,8,0,0,0,0,0,0,14600,14600,14600,0.536666666667,0.31,0.0481927710843,0,0.5,0,1200
10,482,33,20,9,10,0,0,0,0,0,0,3100,12800,7950,0.564478114478,0.215109427609,0.0394190871369,0.00829875518672,0.5,0,12000
11,307,6,0,21,6,0,0,0,0,0,0,15500,22800,19150,0.512777777778,0.00783179012346,0.0293159609121,0.0456026058632,0.1,0,1400
16,264,3,1,0,8,0,0,1,0,0,0,2300,2300,2300,0.488666666667,0.155666666667,0.0643939393939,0.0189393939394,0.05,0.45,716
8,1659,20,1,8,7,0,0,0,0,0,0,1300,7600,4780,0.593018764526,0.217827566835,0.0500301386377,0.0210970464135,0.5,0.666666666667,4500
10,236,7,1,0,7,0,0,1,0,0,0,1500,1500,1500,0.520247933884,-0.0254648760331,0.0423728813559,0.0338983050847,0.5,0,9900
8,653,18,1,0,9,0,0,0,0,0,1,3200,3200,3200,0.359183673469,0.00918367346939,0.0229709035222,0.0122511485452,0.5,0,2100
12,951,16,1,0,9,0,0,0,0,0,1,0,0,0,0.487776763167,0.0705672799423,0.0368033648791,0.0210304942166,0.0454545454545,0.136363636364,1600
10,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.15,6100
11,430,23,20,0,8,0,0,0,0,0,0,8400,8400,8400,0.568884830447,0.0726907467532,0.0697674418605,0.0325581395349,0.04,0.16,113700
7,357,5,1,0,6,0,1,0,0,0,0,929,3700,1943,0.471610845295,0.0193779904306,0.0560224089636,0.0336134453782,0.5,0,1100
12,191,18,15,1,8,0,0,0,0,0,0,862,19500,10181,0.554166666667,0.0770833333333,0.0314136125654,0.0157068062827,0.5,1,17800
8,335,6,1,0,7,0,0,0,0,1,0,2000,7300,5525,0.476278659612,0.14503968254,0.0417910447761,0.0149253731343,0.5,0,969
14,697,1,1,0,10,0,0,0,0,0,1,1300,1300,1300,0.41802047834,0.0354277578214,0.0301291248207,0.0215208034433,0.5,0,513
12,215,8,1,0,4,0,1,0,0,0,0,598,870,734,0.383071789322,0.195824314574,0.0418604651163,0.0139534883721,0.5,0,780
12,412,10,1,0,6,0,0,0,0,0,1,0,0,0,0.416900486345,0.109792368126,0.0412621359223,0.00970873786408,0.3,0.1,1400
9,247,4,0,0,8,1,0,0,0,0,0,1400,1400,1400,0.363251454428,0.101260504202,0.0323886639676,0.0161943319838,0.5,0,891
10,315,3,1,0,6,0,1,0,0,0,0,0,0,0,0.458333333333,0.0598684210526,0.0380952380952,0.0253968253968,0.2,0.2,1700
9,181,4,0,0,8,0,0,0,0,1,0,0,0,0,0.422916666667,0.117708333333,0.0441988950276,0.0276243093923,0.5,0,640
9,777,17,1,1,7,0,0,0,0,0,1,0,0,0,0.456504329004,0.0405785880786,0.036036036036,0.018018018018,0,0.5,1000
11,1072,6,1,1,7,0,0,1,0,0,0,0,0,0,0.455163883735,0.200823283859,0.0541044776119,0.0139925373134,0.5,0,2700
13,121,4,0,1,6,0,0,0,0,0,0,2600,2600,2600,0.47037037037,0.203703703704,0.0247933884298,0.0165289256198,0.5,0,2400
10,621,4,3,0,10,0,0,0,1,0,0,2200,2200,2200,0.513208139597,0.165155857517,0.0644122383253,0.0128824476651,0.25,0.03125,1900
13,1237,13,3,0,7,0,0,1,0,0,0,0,0,0,0.546868393235,0.10803453975,0.0420371867421,0.0194017784964,0.1,0.25,2200
10,1260,17,1,0,7,0,0,0,0,1,0,0,0,0,0.510138888889,0.180057720058,0.0365079365079,0.0103174603175,0.375,0,1400
10,210,11,8,1,10,0,0,0,0,0,0,975,975,975,0.374074074074,0.0564814814815,0.0190476190476,0.0142857142857,0.5,0,870
8,570,21,10,0,9,0,0,0,0,1,0,5000,5000,5000,0.538989820566,0.164447032436,0.0526315789474,0.0105263157895,0.5,0,1600
10,694,8,3,1,7,0,0,0,0,1,0,1600,1600,1600,0.420195198741,0.168983667847,0.0475504322767,0.00864553314121,0.5,0,3100
11,895,12,1,0,5,0,0,1,0,0,0,7500,7500,7500,0.499408609909,0.100210678211,0.0446927374302,0.0134078212291,0.5,0,3900
12,312,5,22,1,10,0,1,0,0,0,0,916,2200,1604,0.439495400433,0.122734036797,0.0352564102564,0.0128205128205,0.357142857143,0.0714285714286,760
12,360,25,11,1,8,0,0,0,0,0,0,1600,2600,2100,0.501495726496,0.15,0.0277777777778,0.00833333333333,0.5,0,2200
8,398,4,1,1,5,0,0,0,0,1,0,1900,18400,8633.33333333,0.432277432712,0.116842650104,0.0226130653266,0.0125628140704,0.5,0,926
9,624,12,1,0,4,1,0,0,0,0,0,0,0,0,0.448500856782,0.105701546717,0.0352564102564,0.0144230769231,0.5,0,823
11,1320,5,26,1,6,0,0,0,0,0,1,691,691,691,0.383722406435,0.0722274799668,0.0318181818182,0.0242424242424,0.333333333333,0.166666666667,1200
13,342,5,1,3,5,0,1,0,0,0,0,2000,2500,2166.66666667,0.457575757576,0.00568181818182,0.0116959064327,0.00877192982456,0,0.318181818182,5800
12,314,5,1,0,5,0,0,1,0,0,0,2600,44300,23450,0.395295055821,0.0893341307815,0.0636942675159,0.0350318471338,0.5,0,1600
10,81,5,0,0,9,0,0,0,0,0,0,0,0,0,0.4875,0.1953125,0.0740740740741,0.0246913580247,0.5,0,387
12,763,20,3,0,9,0,0,0,0,0,1,718,953,835.5,0.360066287879,0.0665435606061,0.0235910878113,0.00786369593709,0.5,0,629
11,415,13,2,1,7,0,0,0,0,1,0,2900,4500,3666.66666667,0.497083333333,0.12412037037,0.0506024096386,0.0192771084337,0.5,0,1800
9,1752,18,10,0,7,0,0,0,1,0,0,104100,104100,104100,0.464561042192,0.170245283324,0.050799086758,0.0148401826484,0.5,0,2300
8,1015,16,6,0,10,1,0,0,0,0,0,2300,5700,4266.66666667,0.565307051782,0.130279078845,0.0325123152709,0.015763546798,0.25,0.25,1700
10,462,56,6,1,10,0,1,0,0,0,0,1400,11100,4950,0.471248196248,0.176731601732,0.0324675324675,0.00649350649351,0.5,0,1300
